1165,1==1+6!%5
1166,1==1+6-6
1167,1==(1+6)/7
1168,1+1+6==8
1169,1==1+6!%9
1170,1==1+7*0
1171,1==1+7%1
1172,1==1+7!%2
1173,sqrt(1+1+7)==3
1174,1==1+7!%4
1175,1+1==7-5
1176,1==1+7!%6
1177,1==1+7-7
1178,1==(1+7)/8
1179,1+1+7==9
1180,1==1+8*0
1181,1==1+8%1
1182,1==sqrt(1+8)-2
1183,1==sqrt(1+8)/3
1184,1+sqrt(1+8)==4
1185,1==1+8!%5
1186,1+1==8-6
1187,1==1+8!%7
1188,1==1+8-8
1189,1==(1+8)/9
1190,1==1+9*0
1191,1==1+9%1
1192,1==1+9!%2
1193,1==1+9%3
1194,1==1+9!%4
1195,1+1==sqrt(9-5)
1196,1==1+9!%6
1197,1+1==9-7
1198,1==1+9!%8
1199,1==1+9-9
1200,1==2-0!+0
1201,1==2+0-1
1202,1==(2+0)/2
1203,1+2==0+3
1204,1==2-0!%4
1205,1==2-0!%5
1206,1==2-0!%6
1207,1==2-0!%7
1208,1+2==sqrt(0!+8)
1209,1+2==sqrt(0+9)
1210,1==2-1+0
1211,1==2-1*1
1212,1+2==1+2
1213,1+2==1*3
1214,1+2+1==4
1215,1==2-1%5
1216,1==2-1%6
1217,1==2-1%7
1218,1+2==sqrt(1+8)
1219,1+2==sqrt(1*9)
1220,1==2/2+0
1221,1+2==2+1
1222,1==sqrt(2+2)/2
1223,1+sqrt(2+2)==3
1224,1==(2+2)/4
1225,1+2+2==5
1226,(1+2)*2==6
1227,1+2==sqrt(2+7)
1228,1==2*sqrt(2/8)
1229,1==2/2%9
1230,1+2==3+0
1231,1+2==3*1
1232,1==(2+3)%2
1233,1+2==sqrt(3*3)
1234,1==2+3-4
1235,1==(2+3)/5
1236,1+2==sqrt(3+6)
1237,1+2==3%7
1238,1+2==3%8
1239,1+2==3%9
1240,1==2/sqrt(4+0)
1241,1+2==4-1
1242,1==2-4sqrt_op/2
1243,1==2+4sqrt_op-3
1244,1==2-4/4
1245,1+2==sqrt(4+5)
1246,1==(2+4)/6
1247,1+2+4==7
1248,1+2==4!/8
1249,1+2*4==9
1250,
1251,1==2/sqrt(5-1)
1252,1+2==5-2
1253,1==(2+5)%3
1254,1+2==sqrt(5+4)
1255,1==2-5/5
1256,1==2+5-6
1257,1==(2+5)/7
1258,1+2+5==8
1259,1+2==5!%9
1260,
1261,1==2%6-1
1262,1+2==6/2
1263,1+2==sqrt(6+3)
1264,1==2/(6-4)
1265,1==2-6+5
1266,1==2-6/6
1267,1==2+6-7
1268,1==(2+6)/8
1269,1+2+6==9
1270,
1271,1==2%7-1
1272,1+2==sqrt(7+2)
1273,1==sqrt(2+7)/3
1274,1+sqrt(2+7)==4
1275,1==2/(7-5)
1276,1==2-7+6
1277,1==2-7/7
1278,1==2+7-8
1279,1==(2+7)/9
1280,1%(2/8)==0
1281,1+2==sqrt(8+1)
1282,1==sqrt(2/8)*2
1283,1==(2+8)%3
1284,1==sqrt(2*8)/4
1285,1+2==8-5
1286,1==2/(8-6)
1287,1==2-8+7
1288,1==2-8/8
1289,1==2+8-9
1290,1+2==sqrt(9+0)
1291,1+2==sqrt(9*1)
1292,1==(2+9)%2
1293,1+2==9/3
1294,1==2+9sqrt_op-4
1295,1==(2+9)%5
1296,1+2==9-6
1297,1+2==9sqrt_op%7
1298,1+2==9sqrt_op%8
1299,1+2==9sqrt_op%9
1300,(1+3)*0==0
1301,sqrt(1+3)==0!+1
1302,sqrt(1+3)==0+2
1303,1==(3+0)/3
1304,1+3==0+4
1305,1==3!+0-5
1306,1==(3!+0)/6
1307,1+3!+0==7
1308,1==3/sqrt(0!+8)
1309,1==3*sqrt(0!/9)
1310,(1+3)%1==0
1311,sqrt(1+3)==1+1
1312,sqrt(1+3)==1*2
1313,1+3==1+3
1314,1+3==1*4
1315,1+3+1==5
1316,1==3!+1-6
1317,1==(3!+1)/7
1318,1==3/sqrt(1+8)
1319,1+3-1==sqrt(9)
1320,sqrt(1+3)==2+0
1321,sqrt(1+3)==2*1
1322,1+3==2+2
1323,sqrt(1+3)==2%3
1324,sqrt(1+3)+2==4
1325,1==(3+2)/5
1326,1+3+2==6
1327,sqrt(1+3)==2%7
1328,1+3==sqrt(2*8)
1329,sqrt(1+3)==2%9
1330,1==3/3+0
1331,1+3==3+1
1332,1+3==3!-2
1333,sqrt(1+3)==3!/3
1334,sqrt(1+3)==3!-4
1335,sqrt(1+3)+3==5
1336,1==(3+3)/6
1337,1+3+3==7
1338,1==3+3!-8
1339,1==3*3/9
1340,1+3==4+0
1341,1+3==4*1
1342,sqrt(1+3)==4-2
1343,1==(3+4)%3
1344,1+3==sqrt(4*4)
1345,1+3==4%5
1346,sqrt(1+3)+4==6
1347,1==(3+4)/7
1348,1+3+4==8
1349,1+3==4%9
1350,1==3!-5+0
1351,1+3==5-1
1352,1==3*5%2
1353,sqrt(1+3+5)==3
1354,sqrt(1+3*5)==4
1355,1==(3!+5)%5
1356,1==3!-5%6
1357,sqrt(1+3)+5==7
1358,1==(3+5)/8
1359,1+3+5==9
1360,1==3!/6+0
1361,1==3!-6+1
1362,1==sqrt(3+6)-2
1363,1==sqrt(3+6)/3
1364,1+sqrt(3+6)==4
1365,1==sqrt(3!*6)-5
1366,1==sqrt(3!*6)/6
1367,1+sqrt(3!*6)==7
1368,sqrt(1+3)+6==8
1369,1==(3+6)/9
1370,1+3!-7==0
1371,1==3!/(7-1)
1372,1==3*7%2
1373,1+3==7-3
1374,1==3*7%4
1375,sqrt(1+3)==7-5
1376,1==(3!+7)%6
1377,1+3!%7==7
1378,1%3+7==8
1379,1+3==sqrt(7+9)
1380,
1381,1==3/sqrt(8+1)
1382,1+3==sqrt(8*2)
1383,sqrt(1+3)==8%3
1384,1+3==8-4
1385,1==(3+8)%5
1386,sqrt(1+3)==8-6
1387,sqrt(1+3!*8)==7
1388,1+3==sqrt(8+8)
1389,1-3!+8==sqrt(9)
1390,1==3/sqrt(9+0)
1391,1+3==9sqrt_op+1
1392,1==3*9%2
1393,1==3/9*3
1394,1==3*9sqrt_op%4
1395,1+3==9-5
1396,1==3/(9-6)
1397,1+3==sqrt(9+7)
1398,1==3*9sqrt_op-8
1399,1==3*9sqrt_op/9
1400,(1+4)*0==0
1401,1==sqrt(4+0)-1
1402,1==sqrt(4+0)/2
1403,1+sqrt(4+0)==3
1404,1==(4+0)/4
1405,1+4==0+5
1406,1==4sqrt_op-0!%6
1407,1==4sqrt_op-0!%7
1408,1==4-sqrt(0!+8)
1409,1==4-sqrt(0+9)
1410,(1+4)%1==0
1411,1==sqrt(4*1)-1
1412,1==(4+1)%2
1413,1==4-1*3
1414,1+4==1+4
1415,1+4==1*5
1416,1+4+1==6
1417,1==4sqrt_op-1%7
1418,1==4-sqrt(1+8)
1419,1==4-sqrt(1*9)
1420,1==4sqrt_op/2+0
1421,1==4-(2+1)
1422,1==(4-2)/2
1423,1+4==2+3
1424,1==(4sqrt_op+2)/4
1425,1==4+2-5
1426,1==(4+2)/6
1427,1+4+2==7
1428,1==4*2/8
1429,1+4-2==sqrt(9)
1430,1==4-3+0
1431,1+4==3!-1
1432,1+4==3+2
1433,1==(4+3)%3
1434,1+4-3==sqrt(4)
1435,1==4-3%5
1436,1==4+3-6
1437,1==(4+3)/7
1438,1+4+3==8
1439,1==4+3!-9
1440,1==4/4+0
1441,1+4==4+1
1442,1+4/4==2
1443,sqrt(1+4+4)==3
1444,1==sqrt(4*4)/4
1445,1==4+4sqrt_op-5
1446,1==4/4%6
1447,1==4+4-7
1448,1==(4+4)/8
1449,1+4+4==9
1450,1+4==5+0
1451,1+4==5*1
1452,1==sqrt(4+5)-2
1453,1==sqrt(4+5)/3
1454,1+sqrt(4+5)==4
1455,1+4==sqrt(5*5)
1456,1+4==5%6
1457,1+4==5%7
1458,1==4+5-8
1459,1==(4+5)/9
1460,1*4!%6==0
1461,1+4==6-1
1462,1==4-6/2
1463,1==(4+6)%3
1464,1==4%6/4
1465,sqrt(1+4*6)==5
1466,1==4sqrt_op-6/6
1467,1==4sqrt_op+6-7
1468,1==(4sqrt_op+6)/8
1469,1==4+6-9
1470,
1471,1==sqrt(4%7)-1
1472,1+4==7-2
1473,1==4*7%3
1474,1==4-7+4
1475,1==(4+7)%5
1476,1==(4!+7)%6
1477,1==4sqrt_op-7/7
1478,1==(4!-7)%8
1479,1==4*7%9
1480,1*4!%8==0
1481,1==4-sqrt(8+1)
1482,1==4/8*2
1483,1+4==8-3
1484,1==4/(8-4)
1485,1==4-8+5
1486,1==4sqrt_op/(8-6)
1487,1==4sqrt_op-8+7
1488,1==4/sqrt(8+8)
1489,1==4sqrt_op+8-9
1490,1==4-sqrt(9+0)
1491,1==4-sqrt(9*1)
1492,1==(4+9)%2
1493,1==(4+9)%3
1494,1+4==9-4
1495,1==4-9sqrt_op%5
1496,1==(4+9)%6
1497,1==4-9sqrt_op%7
1498,1==4-9sqrt_op%8
1499,1==4-9sqrt_op%9
1500,(1+5)*0==0
1501,1==5*0+1
1502,1==(5+0)%2
1503,1==5-(0!+3)
1504,1==5+0-4
1505,1==(5+0)/5
1506,1+5==0+6
1507,1==(5!+0)%7
1508,1%5==0!%8
1509,1%5==0!%9
1510,(1+5)%1==0
1511,1==sqrt(5-1)-1
1512,1==sqrt(5-1)/2
1513,1==5-(1+3)
1514,1==5-1*4
1515,1+5==1+5
1516,1+5==1*6
1517,1+5+1==7
1518,1==(5!+1)%8
1519,1%5==1%9
1520,1==5%2+0
1521,1==5%2*1
1522,1==(5+2)%2
1523,1+5==2*3
1524,1+5==2+4
1525,1==5%2%5
1526,1==5+2-6
1527,1==(5+2)/7
1528,1+5+2==8
1529,1==5*2-9
1530,1+5==3!+0
1531,1+5==3!*1
1532,1+5==3*2
1533,1+5==3+3
1534,sqrt(1+5*3)==4
1535,1==5%3!/5
1536,1+5==sqrt(3!*6)
1537,1==5+3-7
1538,1==(5+3)/8
1539,1+5+3==9
1540,1==5-4+0
1541,1==5-4*1
1542,1+5==4+2
1543,1==sqrt(5+4)/3
1544,1+sqrt(5+4)==4
1545,1==5-4%5
1546,1==5+4sqrt_op-6
1547,1==5-4%7
1548,1==5+4-8
1549,1+5==sqrt(4*9)
1550,1==5/5+0
1551,1+5==5+1
1552,1==5*5%2
1553,1==(5+5)%3
1554,1==sqrt(5*5)-4
1555,1==sqrt(5*5)/5
1556,1+sqrt(5*5)==6
1557,1==5/5%7
1558,1==5*5%8
1559,1==5+5-9
1560,1+5==6+0
1561,1+5==6*1
1562,1==(5+6)%2
1563,sqrt(1+5)==6sqrt_op%3
1564,sqrt(1+5)==6sqrt_op%4
1565,1==(5+6)%5
1566,1+5==sqrt(6*6)
1567,1+5==6%7
1568,1+5==6%8
1569,1+5==6%9
1570,1==5!%7+0
1571,1+5==7-1
1572,1==5*7%2
1573,1==5-7+3
1574,1==5%7-4
1575,1==5%(7-5)
1576,sqrt(1+5*7)==6
1577,1==(5!+7)%7
1578,1==(5!-7)%8
1579,1==5-sqrt(7+9)
1580,1*5!%8==0
1581,1==5!%8+1
1582,1+5==8-2
1583,1==(5+8)%3
1584,1==(5+8)%4
1585,1==5%8/5
1586,1==(5+8)%6
1587,1==5!*8%7
1588,1==5-sqrt(8+8)
1589,1==5!%(8+9)
1590,
1591,1==5-(9sqrt_op+1)
1592,1+5==9sqrt_op*2
1593,1+5==9-3
1594,1+5==sqrt(9*4)
1595,1==5-9+5
1596,1+5%9==6
1597,1==5+9sqrt_op-7
1598,1==(5!+9)%8
1599,1*5!%9==sqrt(9)
1600,(1+6)*0==0
1601,1==6*0+1
1602,1%6==0!%2
1603,1%6==0!%3
1604,1==6-(0!+4)
1605,1==6+0-5
1606,1==(6+0)/6
1607,1+6==0+7
1608,1%6==0!%8
1609,1%6==0!%9
1610,(1+6)%1==0
1611,1==6%1+1
1612,1==(6+1)%2
1613,1==(6+1)%3
1614,1==6-(1+4)
1615,1==6-1*5
1616,1+6==1+6
1617,1+6==1*7
1618,1+6+1==8
1619,1==(6!+1)%9
1620,1*6%2==0
1621,1==sqrt(6-2)-1
1622,1==sqrt(6-2)/2
1623,sqrt(1+6+2)==3
1624,1==(6-2)/4
1625,1+6==2+5
1626,
1627,1==6+2-7
1628,1==(6+2)/8
1629,1+6+2==9
1630,1==6/3!+0
1631,1+6==3!+1
1632,1==sqrt(6+3)-2
1633,1==sqrt(6+3)/3
1634,1+6==3+4
1635,1==6*3!%5
1636,1==6/sqrt(3!*6)
1637,1==6*3!%7
1638,1==6+3-8
1639,1==(6+3)/9
1640,1*6!%4==0
1641,1==6-(4+1)
1642,1==(6-4)/2
1643,1+6==4+3
1644,1==6/4!*4
1645,1+6==4sqrt_op+5
1646,1==6%4!/6
1647,1==6+4sqrt_op-7
1648,
1649,1==6+4-9
1650,1==6-5+0
1651,1==6-5*1
1652,1+6==5+2
1653,1==(6-5)%3
1654,1+6-5==sqrt(4)
1655,1==(6+5)%5
1656,1==6-5%6
1657,1==6-5%7
1658,1==6-5%8
1659,1==6-5%9
1660,1==6/6+0
1661,1+6==6+1
1662,1+6/6==2
1663,1==6/6%3
1664,1+6/6==sqrt(4)
1665,1==sqrt(6*6)-5
1666,1==sqrt(6*6)/6
1667,1+sqrt(6*6)==7
1668,1==6/6%8
1669,1==6/6%9
1670,1+6==7+0
1671,1+6==7*1
1672,1==(6+7)%2
1673,1==(6+7)%3
1674,1==(6+7)%4
1675,sqrt(1+6)==7sqrt_op%5
1676,1==(6+7)%6
1677,1+6==sqrt(7*7)
1678,1+6==7%8
1679,1+6==7%9
1680,1*6!%8==0
1681,1+6==8-1
1682,1==6/(8-2)
1683,1==6-8+3
1684,
1685,1==6%8-5
1686,1==6%8/6
1687,sqrt(1+6*8)==7
1688,1%6==8/8
1689,1==(6!-8)%9
1690,1*6!%9==0
1691,1==6/9sqrt_op-1
1692,1+6==9-2
1693,1==6/(9-3)
1694,sqrt(1+6+9)==4
1695,1==6%9-5
1696,1==6%9/6
1697,1==(6+9)%7
1698,1==6+9sqrt_op-8
1699,sqrt(1+6!/9)==9
1700,(1+7)*0==0
1701,1==7*0+1
1702,1==(7+0)%2
1703,1==(7+0)%3
1704,1==7%sqrt(0+4)
1705,1==7-(0!+5)
1706,1==7+0-6
1707,1==(7+0)/7
1708,1+7==0+8
1709,1==7%sqrt(0+9)
1710,(1+7)%1==0
1711,1==7%1+1
1712,1==7*1%2
1713,sqrt(1+7+1)==3
1714,1==7%sqrt(1*4)
1715,1==7-(1+5)
1716,1==7-1*6
1717,1+7==1+7
1718,1+7==1*8
1719,1+7+1==9
1720,1==7%2+0
1721,1==7%(2+1)
1722,1==sqrt(7+2)-2
1723,1==sqrt(7+2)/3
1724,1+sqrt(7+2)==4
1725,1==(7-2)/5
1726,1+7==2+6
1727,1==7%sqrt(2+7)
1728,1==7+2-8
1729,1==(7+2)/9
1730,1==7-3!+0
1731,1==sqrt(7-3)-1
1732,1+7==3!+2
1733,1==(7+3)%3
1734,1==(7-3)/4
1735,1+7==3+5
1736,1==7-sqrt(3!*6)
1737,1==7-3!%7
1738,1==7-3!%8
1739,1==7+3-9
1740,1==7%sqrt(4+0)
1741,1==7%(4-1)
1742,1+7==4*2
1743,1+7==4!/3
1744,1+7==4+4
1745,1==(7+4)%5
1746,1+7==4sqrt_op+6
1747,1==7%sqrt(4%7)
1748,1==7+4sqrt_op-8
1749,1==7-sqrt(4*9)
1750,1*7!%5==0
1751,1==7-(5+1)
1752,1==(7-5)/2
1753,1+7==5+3
1754,1==7%sqrt(5+4)
1755,1%7==5/5
1756,sqrt(1+7*5)==6
1757,1==7%5!/7
1758,
1759,1+7-5==sqrt(9)
1760,1==7-6+0
1761,1==7-6*1
1762,1+7==6+2
1763,1==(7+6)%3
1764,1==(7+6)%4
1765,1==(7-6)%5
1766,1==(7+6)%6
1767,1==7-6%7
1768,1==7-6%8
1769,1==7-6%9
1770,1==7/7+0
1771,1+7==7+1
1772,1==7*7%2
1773,1==7*7%3
1774,1==7*7%4
1775,1==7/7%5
1776,1==sqrt(7*7)-6
1777,1==sqrt(7*7)/7
1778,1+sqrt(7*7)==8
1779,1==7/7%9
1780,1+7==8+0
1781,1+7==8*1
1782,1==(7+8)%2
1783,sqrt(1+7)==8sqrt_op%3
1784,sqrt(1+7+8)==4
1785,sqrt(1+7)==8sqrt_op%5
1786,sqrt(1+7)==8sqrt_op%6
1787,1==(7+8)%7
1788,1+7==sqrt(8*8)
1789,1+7==8%9
1790,1==7%sqrt(9+0)
1791,1+7==9-1
1792,1==7-9sqrt_op*2
1793,1==sqrt(7+9)-3
1794,1==sqrt(7+9)/4
1795,1+sqrt(7+9)==5
1796,1==7%9-6
1797,1==7%(9-7)
1798,sqrt(1+7*9)==8
1799,1==7+9sqrt_op-9
1800,(1+8)*0==0
1801,1==8*0+1
1802,sqrt(1+8)==0!+2
1803,sqrt(1+8)==0+3
1804,1%8==0!%4
1805,1%8==0!%5
1806,1==8-(0!+6)
1807,1==8+0-7
1808,1==(8+0)/8
1809,1+8==0+9
1810,(1+8)%1==0
1811,1==8%1+1
1812,sqrt(1+8)==1+2
1813,sqrt(1+8)==1*3
1814,sqrt(1+8)+1==4
1815,1==(8!+1)%5
1816,1==8-(1+6)
1817,1==8-1*7
1818,1+8==1+8
1819,1+8==1*9
1820,1*8%2==0
1821,sqrt(1+8)==2+1
1822,1==sqrt(8/2)/2
1823,1==(8+2)%3
1824,1==sqrt(8*2)/4
1825,sqrt(1+8)+2==5
1826,1==(8-2)/6
1827,1+8==2+7
1828,
1829,1==8+2-9
1830,sqrt(1+8)==3+0
1831,sqrt(1+8)==3*1
1832,1==(8+3)%2
1833,1+8==3*3
1834,sqrt(1+8)==3%4
1835,1==(8+3)%5
1836,1+8==3+6
1837,sqrt(1+8)==3%7
1838,sqrt(1+8)==3%8
1839,sqrt(1+8)==3%9
1840,1*8%4==0
1841,sqrt(1+8)==4-1
1842,1==sqrt(8-4)/2
1843,1==8-(4+3)
1844,1==(8-4)/4
1845,1+8==4+5
1846,1==8/(4sqrt_op+6)
1847,sqrt(1+8)+4==7
1848,sqrt(1+8)==4!/8
1849,1==8+4sqrt_op-9
1850,1*8!%5==0
1851,1==8!%5+1
1852,sqrt(1+8)==5-2
1853,1==(8+5)%3
1854,1+8==5+4
1855,1==8!/5!%5
1856,1==(8+5)%6
1857,1==8*5!%7
1858,sqrt(1+8)+5==8
1859,sqrt(1+8)==5!%9
1860,1*8!%6==0
1861,1==8-(6+1)
1862,sqrt(1+8)==6/2
1863,1+8==6+3
1864,1*8-6==sqrt(4)
1865,1==(8!+6)%5
1866,1%8==6/6
1867,sqrt(1+8*6)==7
1868,1==8%6!/8
1869,sqrt(1+8)+6==9
1870,1==8-7+0
1871,1==8-7*1
1872,1+8==7+2
1873,1==(8-7)%3
1874,sqrt(1+8+7)==4
1875,1==(8-7)%5
1876,1==(8-7)%6
1877,1==(8+7)%7
1878,1==8-7%8
1879,1==8-7%9
1880,1==8/8+0
1881,1+8==8+1
1882,1+8/8==2
1883,1==sqrt(8+8)-3
1884,1==sqrt(8+8)/4
1885,1+sqrt(8+8)==5
1886,1==8/8%6
1887,1==sqrt(8*8)-7
1888,1==sqrt(8*8)/8
1889,1+sqrt(8*8)==9
1890,1+8==9+0
1891,1+8==9*1
1892,1==(8+9)%2
1893,sqrt(1+8)==9/3
1894,1==(8+9)%4
1895,sqrt(1+8)==9sqrt_op%5
1896,sqrt(1+8)==9-6
1897,sqrt(1+8)==9sqrt_op%7
1898,1==(8+9)%8
1899,1+8==sqrt(9*9)
1900,(1+9)*0==0
1901,1==9*0+1
1902,1==sqrt(9+0)-2
1903,1==sqrt(9+0)/3
1904,1+sqrt(9+0)==4
1905,1%9==0!%5
1906,1%9==0!%6
1907,1==9-(0!+7)
1908,1==9+0-8
1909,1==(9+0)/9
1910,(1+9)%1==0
1911,1==9%1+1
1912,1==sqrt(9*1)-2
1913,1==(9+1)%3
1914,1+sqrt(9*1)==4
1915,1==(9!+1)%5
1916,1==(9!+1)%6
1917,1==9-(1+7)
1918,1==9-1*8
1919,1+9==1+9
1920,1==9%2+0
1921,1==9%2*1
1922,1==(9+2)%2
1923,1==(9-2)%3
1924,1==9-2*4
1925,1+9==2*5
1926,1==9-(2+6)
1927,1==(9-2)/7
1928,1+9==2+8
1929,1==9%2%9
1930,1==9sqrt_op/3+0
1931,1==9%3+1
1932,1==9-(3!+2)
1933,1==9/(3*3)
1934,1+9==3!+4
1935,1==9-(3+5)
1936,1==(9-3)/6
1937,1+9==3+7
1938,1==9!%(3+8)
1939,1==9sqrt_op*3/9
1940,1==9%4+0
1941,1==9%4*1
1942,1==(9+4)%2
1943,1==(9+4)%3
1944,1==(9+4)%4
1945,1+9==4sqrt_op*5
1946,1+9==4+6
1947,1+sqrt(9*4)==7
1948,1+9==4sqrt_op+8
1949,1==9%4%9
1950,(1+9)%5==0
1951,1==sqrt(9-5)-1
1952,1+9==5*2
1953,1==9-(5+3)
1954,1==(9-5)/4
1955,1+9==5+5
1956,1==(9!-5)%6
1957,1==9sqrt_op+5-7
1958,1==9%5!-8
1959,1==9%5!/9
1960,1*9!%6==0
1961,1==9!%6+1
1962,1==(9+6)%2
1963,1==(9-6)/3
1964,1+9==6+4
1965,1==(9!+6)%5
1966,1%9==6/6
1967,1==(9+6)%7
1968,1==9%6!-8
1969,1==9%6!/9
1970,1*9!%7==0
1971,1==9-(7+1)
1972,1==(9-7)/2
1973,1+9==7+3
1974,1==sqrt(9+7)/4
1975,1+sqrt(9+7)==5
1976,1==(9!+7)%6
1977,1%9==7/7
1978,sqrt(1+9*7)==8
1979,1+9-7==sqrt(9)
1980,1==9-8+0
1981,1==9-8*1
1982,1+9==8+2
1983,1==(9-8)%3
1984,1==(9+8)%4
1985,1==(9-8)%5
1986,1==(9-8)%6
1987,1==(9-8)%7
1988,1==(9+8)%8
1989,1==9-8%9
1990,1==9/9+0
1991,1+9==9+1
1992,1==9*9%2
1993,1==9/9%3
1994,1==9*9%4
1995,1==9-(9sqrt_op+5)
1996,1==9/9%6
1997,1+9==9sqrt_op+7
1998,1==sqrt(9*9)-8
1999,1==sqrt(9*9)/9
2000,(2+0)*0==0
2001,2==0+0!+1
2002,2==0+0+2
2003,2==0+sqrt(0!+3)
2004,2==0+sqrt(0+4)
2005,2==sqrt(0-0!+5)
2006,2==0!+0!%6
2007,2==0!+0!%7
2008,2==0!+0!%8
2009,2+0!+0==sqrt(9)
2010,(2+0)%1==0
2011,2==0+1+1
2012,2==0+1*2
2013,2==0+sqrt(1+3)
2014,2==0+sqrt(1*4)
2015,2==sqrt(0-1+5)
2016,2==0!+1%6
2017,2==0!+1%7
2018,2==0!+1%8
2019,2+0+1==sqrt(9)
2020,2==0+2+0
2021,2==0+2*1
2022,2==0+sqrt(2+2)
2023,2==0+2%3
2024,2+0+2==4
2025,2==0+2%5
2026,2==0+2%6
2027,2==0+2%7
2028,2==0+2%8
2029,2==0+2%9
2030,2==sqrt(0!+3)+0
2031,2==0+sqrt(3+1)
2032,2==0+sqrt(3!-2)
2033,2==0+3!/3
2034,2==0+3!-4
2035,2+0+3==5
2036,(2+0)*3==6
2037,2==sqrt(0-3+7)
2038,2==0-3!+8
2039,2==sqrt(0!+3)%9
2040,2==sqrt(0+4)+0
2041,2==sqrt(0+4)*1
2042,2==0+4-2
2043,2==sqrt(0+4)%3
2044,2+sqrt(0+4)==4
2045,2==sqrt(0+4)%5
2046,2+0+4==6
2047,2==sqrt(0+4)%7
2048,2==sqrt(0+4)%8
2049,2==sqrt(0+4)%9
2050,2*0==5*0
